position_number,position_description,name,dob,nationality,value
12,Central Midfield,Stefano Sensi,"Aug 5, 1995 (25)",Italy,£18.00m
8,Central Midfield,Matías Vecino,"Aug 24, 1991 (29)",Uruguay / Italy,£14.40m
5,Central Midfield,Roberto Gagliardini,"Apr 7, 1994 (26)",Italy,£12.60m
-,Central Midfield,João Mário,"Jan 19, 1993 (27)",Portugal / Angola,£11.70m
20,Central Midfield,Borja Valero,"Jan 12, 1985 (35)",Spain,£1.08m
11,Right Midfield,Victor Moses,"Dec 12, 1990 (29)",Nigeria / England,£5.40m
87,Right Midfield,Antonio Candreva,"Feb 28, 1987 (33)",Italy,£4.50m
34,Left Midfield,Cristiano Biraghi,"Sep 1, 1992 (27)",Italy,£8.55m
18,Left Midfield,Kwadwo Asamoah,"Dec 9, 1988 (31)",Ghana,£3.60m
15,Left Midfield,Ashley Young,"Jul 9, 1985 (35)",England / Jamaica,£2.70m
24,Attacking Midfield,Christian Eriksen,"Feb 14, 1992 (28)",Denmark,£54.00m
-,Right Winger,Axel Bakayoko,"Jan 6, 1998 (22)",France / Cote d'Ivoire,£1.44m
9,Centre-Forward,Romelu Lukaku,"May 13, 1993 (27)",Belgium / DR Congo,£76.50m
10,Centre-Forward,Lautaro Martínez,"Aug 22, 1997 (23)",Argentina,£63.00m
7,Centre-Forward,Alexis Sánchez,"Dec 19, 1988 (31)",Chile,£14.40m
30,Centre-Forward,Sebastiano Esposito,"Jul 2, 2002 (18)",Italy,£8.10m
1,Goalkeeper,Wojciech Szczesny,"Apr 18, 1990 (30)",Poland,£31.50m
77,Goalkeeper,Gianluigi Buffon,"Jan 28, 1978 (42)",Italy,£900Th.
31,Goalkeeper,Carlo Pinsoglio,"Mar 16, 1990 (30)",Italy,£360Th.
4,Centre-Back,Matthijs de Ligt,"Aug 12, 1999 (21)",Netherlands,£63.00m
28,Centre-Back,Merih Demiral,"Mar 5, 1998 (22)",Turkey,£24.30m
19,Centre-Back,Leonardo Bonucci,"May 1, 1987 (33)",Italy,£16.20m
24,Centre-Back,Daniele Rugani,"Jul 29, 1994 (26)",Italy,£10.80m
3,Centre-Back,Giorgio Chiellini,"Aug 14, 1984 (36)",Italy,£2.70m
12,Left-Back,Alex Sandro,"Jan 26, 1991 (29)",Brazil,£31.50m
13,Right-Back,Danilo,"Jul 15, 1991 (29)",Brazil,£13.50m
2,Right-Back,Mattia De Sciglio,"Oct 20, 1992 (27)",Italy,£6.75m
5,Defensive Midfield,Miralem Pjanic,"Apr 2, 1990 (30)",Bosnia-Herzegovina / Luxembourg,£40.50m
30,Central Midfield,Rodrigo Bentancur,"Jun 25, 1997 (23)",Uruguay,£45.00m
25,Central Midfield,Adrien Rabiot,"Apr 3, 1995 (25)",France,£25.20m
8,Central Midfield,Aaron Ramsey,"Dec 26, 1990 (29)",Wales,£19.80m
6,Central Midfield,Sami Khedira,"Apr 4, 1987 (33)",Germany / Tunisia,£3.60m
7,Left Winger,Cristiano Ronaldo,"Feb 5, 1985 (35)",Portugal,£54.00m
-,Left Winger,Marko Pjaca,"May 6, 1995 (25)",Croatia,£4.50m
33,Right Winger,Federico Bernardeschi,"Feb 16, 1994 (26)",Italy,£22.50m
11,Right Winger,Douglas Costa,"Sep 14, 1990 (29)",Brazil,£18.00m
16,Right Winger,Juan Cuadrado,"May 26, 1988 (32)",Colombia,£13.50m
10,Second Striker,Paulo Dybala,"Nov 15, 1993 (26)",Argentina / Italy,£72.00m
21,Centre-Forward,Gonzalo Higuaín,"Dec 10, 1987 (32)",Argentina / France,£13.50m
1,Goalkeeper,Alex Meret,"Mar 22, 1997 (23)",Italy,£22.50m
25,Goalkeeper,David Ospina,"Aug 31, 1988 (31)",Colombia,£3.60m
27,Goalkeeper,Orestis Karnezis,"Jul 11, 1985 (35)",Greece,£450Th.
26,Centre-Back,Kalidou Koulibaly,"Jun 20, 1991 (29)",Senegal / France,£58.50m
44,Centre-Back,Konstantinos Manolas,"Jun 14, 1991 (29)",Greece,£28.80m
19,Centre-Back,Nikola Maksimovic,"Nov 25, 1991 (28)",Serbia,£16.20m
13,Centre-Back,Sebastiano Luperto,"Sep 6, 1996 (23)",Italy,£3.15m
6,Left-Back,Mário Rui,"May 27, 1991 (29)",Portugal,£12.60m
31,Left-Back,Faouzi Ghoulam,"Feb 1, 1991 (29)",Algeria / France,£6.30m
22,Right-Back,Giovanni Di Lorenzo,"Aug 4, 1993 (27)",Italy,£19.80m
23,Right-Back,Elseid Hysaj,"Feb 2, 1994 (26)",Albania,£12.60m
2,Right-Back,Kévin Malcuit,"Jul 31, 1991 (29)",France / Morocco,£9.00m
68,Defensive Midfield,Stanislav Lobotka,"Nov 25, 1994 (25)",Slovakia,£17.10m
4,Defensive Midfield,Diego Demme,"Nov 21, 1991 (28)",Germany / Italy,£13.50m
8,Central Midfield,Fabián Ruiz,"Apr 3, 1996 (24)",Spain,£45.00m
20,Central Midfield,Piotr Zielinski,"May 20, 1994 (26)",Poland,£31.50m
5,Central Midfield,Allan,"Jan 8, 1991 (29)",Brazil / Portugal,£25.20m
12,Central Midfield,Eljif Elmas,"Sep 24, 1999 (20)",North Macedonia,£16.20m
24,Left Winger,Lorenzo Insigne,"Jun 4, 1991 (29)",Italy,£43.20m
11,Left Winger,Hirving Lozano,"Jul 30, 1995 (25)",Mexico,£25.20m
34,Left Winger,Amin Younes,"Aug 6, 1993 (27)",Germany / Lebanon,£4.50m
21,Right Winger,Matteo Politano,"Aug 3, 1993 (27)",Italy,£19.80m
-,Right Winger,Adam Ounas,"Nov 11, 1996 (23)",Algeria / France,£7.20m
-,Right Winger,José Callejón,"Feb 11, 1987 (33)",Spain,£6.75m
99,Centre-Forward,Arkadiusz Milik,"Feb 28, 1994 (26)",Poland,£28.80m
14,Centre-Forward,Dries Mertens,"May 6, 1987 (33)",Belgium,£16.20m
9,Centre-Forward,Fernando Llorente,"Feb 26, 1985 (35)",Spain,£2.70m
99,Goalkeeper,Gianluigi Donnarumma,"Feb 25, 1999 (21)",Italy,£54.00m
1,Goalkeeper,Asmir Begovic,"Jun 20, 1987 (33)",Bosnia-Herzegovina / Canada,£1.80m
-,Goalkeeper,Pepe Reina,"Aug 31, 1982 (37)",Spain,£720Th.
90,Goalkeeper,Antonio Donnarumma,"Jul 7, 1990 (30)",Italy,£360Th.
13,Centre-Back,Alessio Romagnoli,"Jan 12, 1995 (25)",Italy,£32.40m
22,Centre-Back,Mateo Musacchio,"Aug 26, 1990 (30)",Argentina / Italy,£6.30m
24,Centre-Back,Simon Kjaer,"Mar 26, 1989 (31)",Denmark,£6.30m
43,Centre-Back,Léo Duarte,"Jul 17, 1996 (24)",Brazil,£4.50m
46,Centre-Back,Matteo Gabbia,"Oct 21, 1999 (20)",Italy,£4.05m
19,Left-Back,Theo Hernández,"Oct 6, 1997 (22)",France / Spain,£40.50m
-,Left-Back,Ricardo Rodríguez,"Aug 25, 1992 (28)",Switzerland / Chile,£3.15m
2,Right-Back,Davide Calabria,"Dec 6, 1996 (23)",Italy,£9.00m
12,Right-Back,Andrea Conti,"Mar 2, 1994 (26)",Italy,£9.00m
-,Right-Back,Pierre Kalulu,"Jun 5, 2000 (20)",France / DR Congo,
4,Defensive Midfield,Ismaël Bennacer,"Dec 1, 1997 (22)",Algeria / France,£25.20m
20,Defensive Midfield,Lucas Biglia,"Jan 30, 1986 (34)",Argentina / Italy,£1.80m
79,Central Midfield,Franck Kessié,"Dec 19, 1996 (23)",Cote d'Ivoire,£24.30m
5,Central Midfield,Giacomo Bonaventura,"Aug 22, 1989 (31)",Italy,£6.30m
33,Central Midfield,Rade Krunic,"Oct 7, 1993 (26)",Bosnia-Herzegovina,£5.85m
93,Left Midfield,Diego Laxalt,"Feb 7, 1993 (27)",Uruguay / Italy,£4.50m
39,Attacking Midfield,Lucas Paquetá,"Aug 27, 1997 (23)",Brazil / Portugal,£18.00m
-,Attacking Midfield,Alen Halilovic,"Jun 18, 1996 (24)",Croatia,£900Th.
10,Left Winger,Hakan Calhanoglu,"Feb 8, 1994 (26)",Turkey / Germany,£20.70m
7,Right Winger,Samu Castillejo,"Jan 18, 1995 (25)",Spain,£11.70m
56,Right Winger,Alexis Saelemaekers,"Jun 27, 1999 (21)",Belgium,£7.20m
18,Second Striker,Ante Rebic,"Sep 21, 1993 (26)",Croatia,£28.80m
17,Centre-Forward,Rafael Leão,"Jun 10, 1999 (21)",Portugal / Angola,£21.60m
11,Centre-Forward,Zlatan Ibrahimovic,"Oct 3, 1981 (38)",Sweden / Bosnia-Herzegovina,£3.15m
13,Goalkeeper,Pau López,"Dec 13, 1994 (25)",Spain,£15.30m
-,Goalkeeper,Robin Olsen,"Jan 8, 1990 (30)",Sweden / Denmark,£4.50m
83,Goalkeeper,Antonio Mirante,"Jul 8, 1983 (37)",Italy,£585Th.
23,Centre-Back,Gianluca Mancini,"Apr 17, 1996 (24)",Italy,£19.80m
41,Centre-Back,Roger Ibañez,"Nov 23, 1998 (21)",Brazil / Uruguay,£7.20m
5,Centre-Back,Juan Jesus,"Jun 10, 1991 (29)",Brazil,£3.15m
15,Centre-Back,Mert Cetin,"Jan 1, 1997 (23)",Turkey,£1.80m
20,Centre-Back,Federico Fazio,"Mar 17, 1987 (33)",Argentina / Italy,£1.80m
37,Left-Back,Leonardo Spinazzola,"Mar 25, 1993 (27)",Italy,£13.50m
11,Left-Back,Aleksandar Kolarov,"Nov 10, 1985 (34)",Serbia,£4.50m
-,Right-Back,Alessandro Florenzi,"Mar 11, 1991 (29)",Italy,£9.00m
18,Right-Back,Davide Santon,"Jan 2, 1991 (29)",Italy,£3.60m
-,Right-Back,Rick Karsdorp,"Feb 11, 1995 (25)",Netherlands,£2.70m
33,Right-Back,Bruno Peres,"Mar 1, 1990 (30)",Brazil,£2.70m
42,Defensive Midfield,Amadou Diawara,"Jul 17, 1997 (23)",Guinea,£18.00m
7,Central Midfield,Lorenzo Pellegrini,"Jun 19, 1996 (24)",Italy,£28.80m
21,Central Midfield,Jordan Veretout,"Mar 1, 1993 (27)",France,£21.60m
4,Central Midfield,Bryan Cristante,"Mar 3, 1995 (25)",Italy / Canada,£16.20m
14,Central Midfield,Gonzalo Villar,"Mar 23, 1998 (22)",Spain,£2.70m
53,Central Midfield,Alessio Riccardi,"Apr 3, 2001 (19)",Italy,£1.08m
22,Attacking Midfield,Nicolò Zaniolo,"Jul 2, 1999 (21)",Italy,£49.50m
77,Attacking Midfield,Henrikh Mkhitaryan,"Jan 21, 1989 (31)",Armenia,£18.00m
27,Attacking Midfield,Javier Pastore,"Jun 20, 1989 (31)",Argentina / Italy,£4.50m
-,Attacking Midfield,Ante Coric,"Apr 14, 1997 (23)",Croatia,£1.53m
99,Left Winger,Justin Kluivert,"May 5, 1999 (21)",Netherlands / Suriname,£18.00m
8,Left Winger,Diego Perotti,"Jul 26, 1988 (32)",Argentina / Spain,£3.60m
17,Right Winger,Cengiz Ünder,"Jul 14, 1997 (23)",Turkey,£20.70m
-,Right Winger,Pedro,"Jul 28, 1987 (33)",Spain,£8.55m
31,Right Winger,Carles Pérez,"Feb 16, 1998 (22)",Spain,£8.10m
-,Right Winger,Mirko Antonucci,"Mar 11, 1999 (21)",Italy,£450Th.
-,Centre-Forward,Patrik Schick,"Jan 24, 1996 (24)",Czech Republic,£22.50m
9,Centre-Forward,Edin Dzeko,"Mar 17, 1986 (34)",Bosnia-Herzegovina,£9.00m
19,Centre-Forward,Nikola Kalinic,"Jan 5, 1988 (32)",Croatia,£4.95m
1,Goalkeeper,Thomas Strakosha,"Mar 19, 1995 (25)",Albania,£22.50m
23,Goalkeeper,Guido Guerrieri,"Feb 25, 1996 (24)",Italy,£270Th.
24,Goalkeeper,Silvio Proto,"May 23, 1983 (37)",Belgium / Italy,£270Th.
-,Goalkeeper,Marius Adamonis,"May 13, 1997 (23)",Lithuania,£113Th.
3,Centre-Back,Luiz Felipe,"Mar 22, 1997 (23)",Brazil / Italy,£19.80m
33,Centre-Back,Francesco Acerbi,"Feb 10, 1988 (32)",Italy,£11.70m
4,Centre-Back,Patric,"Apr 17, 1993 (27)",Spain,£8.10m
93,Centre-Back,Denis Vavro,"Apr 10, 1996 (24)",Slovakia,£5.40m
26,Centre-Back,Stefan Radu,"Oct 22, 1986 (33)",Romania,£3.60m
-,Centre-Back,Wallace,"Oct 14, 1994 (25)",Brazil,£3.15m
15,Centre-Back,Bastos,"Mar 27, 1991 (29)",Angola,£2.43m
13,Centre-Back,Nicolò Armini,"Mar 7, 2001 (19)",Italy,£360Th.
49,Centre-Back,Jorge Silva,"Feb 4, 1999 (21)",Portugal,£45Th.
5,Left-Back,Jordan Lukaku,"Jul 25, 1994 (26)",Belgium / DR Congo,£3.60m
-,Left-Back,Riza Durmisi,"Jan 8, 1994 (26)",Denmark / Albania,£1.62m
52,Left-Back,Luca Falbo,"Feb 21, 2000 (20)",Italy,£90Th.
6,Defensive Midfield,Lucas Leiva,"Jan 9, 1987 (33)",Brazil / Italy,£5.40m
-,Defensive Midfield,Davide Di Gennaro,"Jun 16, 1988 (32)",Italy,£360Th.
21,Central Midfield,Sergej Milinkovic-Savic,"Feb 27, 1995 (25)",Serbia / Spain,£58.50m
18,Central Midfield,Gonzalo Escalante,"Mar 27, 1993 (27)",Argentina / Italy,£2.88m
32,Central Midfield,Danilo Cataldi,"Aug 6, 1994 (26)",Italy,£2.88m
16,Central Midfield,Marco Parolo,"Jan 25, 1985 (35)",Italy,£1.44m
29,Right Midfield,Manuel Lazzari,"Nov 29, 1993 (26)",Italy,£16.20m
77,Right Midfield,Adam Marusic,"Oct 17, 1992 (27)",Montenegro / Serbia,£4.95m
8,Right Midfield,Djavan Anderson,"Apr 21, 1995 (25)",Netherlands / Jamaica,£450Th.
7,Left Midfield,Jony,"Jul 9, 1991 (29)",Spain,£5.85m
19,Left Midfield,Senad Lulic,"Jan 18, 1986 (34)",Bosnia-Herzegovina / Switzerland,£2.25m
10,Attacking Midfield,Luis Alberto,"Sep 28, 1992 (27)",Spain,£45.00m
28,Attacking Midfield,André Anderson,"Sep 23, 1999 (20)",Italy / Brazil,£720Th.
34,Right Winger,Bobby Adekanye,"Feb 14, 1999 (21)",Netherlands / Nigeria,£720Th.
11,Second Striker,Joaquín Correa,"Aug 13, 1994 (26)",Argentina / Italy,£27.00m
17,Centre-Forward,Ciro Immobile,"Feb 20, 1990 (30)",Italy,£40.50m
20,Centre-Forward,Felipe Caicedo,"Sep 5, 1988 (31)",Ecuador / Spain,£4.50m
95,Goalkeeper,Pierluigi Gollini,"Mar 18, 1995 (25)",Italy,£15.30m
57,Goalkeeper,Marco Sportiello,"May 10, 1992 (28)",Italy,£1.80m
31,Goalkeeper,Francesco Rossi,"Apr 27, 1991 (29)",Italy,£90Th.
2,Centre-Back,Rafael Tolói,"Oct 10, 1990 (29)",Brazil / Italy,£14.40m
19,Centre-Back,Berat Djimsiti,"Feb 19, 1993 (27)",Albania / Switzerland,£13.50m
3,Centre-Back,Mattia Caldara,"May 5, 1994 (26)",Italy,£9.90m
6,Centre-Back,José Luis Palomino,"Jan 5, 1990 (30)",Argentina,£9.00m
4,Centre-Back,Bosko Sutalo,"Jan 1, 2000 (20)",Croatia,£3.15m
8,Left-Back,Robin Gosens,"Jul 5, 1994 (26)",Germany / Netherlands,£24.30m
7,Left-Back,Lennart Czyborra,"May 3, 1999 (21)",Germany,£3.15m
21,Right-Back,Timothy Castagne,"Dec 5, 1995 (24)",Belgium,£16.20m
33,Right-Back,Hans Hateboer,"Jan 9, 1994 (26)",Netherlands,£16.20m
22,Right-Back,Raoul Bellanova,"May 17, 2000 (20)",Italy,£810Th.
15,Defensive Midfield,Marten de Roon,"Mar 29, 1991 (29)",Netherlands,£20.70m
88,Central Midfield,Mario Pasalic,"Feb 9, 1995 (25)",Croatia,£22.50m
11,Central Midfield,Remo Freuler,"Apr 15, 1992 (28)",Switzerland,£20.70m
18,Attacking Midfield,Ruslan Malinovskyi,"May 4, 1993 (27)",Ukraine,£18.90m
90,Left Winger,Ebrima Colley,"Feb 1, 2000 (20)",The Gambia,£720Th.
72,Second Striker,Josip Ilicic,"Jan 29, 1988 (32)",Slovenia / Croatia,£15.75m
10,Second Striker,Papu Gómez,"Feb 15, 1988 (32)",Argentina / Italy,£13.50m
91,Centre-Forward,Duván Zapata,"Apr 1, 1991 (29)",Colombia,£36.00m
9,Centre-Forward,Luis Muriel,"Apr 16, 1991 (29)",Colombia,£19.80m
69,Goalkeeper,Bartlomiej Dragowski,"Aug 19, 1997 (23)",Poland,£13.50m
1,Goalkeeper,Pietro Terracciano,"Mar 8, 1990 (30)",Italy,£900Th.
33,Goalkeeper,Federico Brancolini,"Jul 14, 2001 (19)",Italy,£450Th.
-,Goalkeeper,Simone Ghidotti,"Mar 19, 2000 (20)",Italy,£113Th.
4,Centre-Back,Nikola Milenkovic,"Oct 12, 1997 (22)",Serbia,£25.20m
20,Centre-Back,Germán Pezzella,"Jun 27, 1991 (29)",Argentina / Italy,£13.50m
3,Centre-Back,Igor,"Feb 7, 1998 (22)",Brazil,£4.50m
17,Centre-Back,Federico Ceccherini,"May 11, 1992 (28)",Italy,£2.25m
22,Centre-Back,Martín Cáceres,"Apr 7, 1987 (33)",Uruguay,£1.35m
29,Left-Back,Dalbert,"Sep 8, 1993 (26)",Brazil,£8.10m
93,Left-Back,Aleksa Terzic,"Aug 17, 1999 (21)",Serbia,£1.17m
21,Right-Back,Pol Lirola,"Aug 13, 1997 (23)",Spain,£9.00m
23,Right-Back,Lorenzo Venuti,"Apr 12, 1995 (25)",Italy,£1.80m
-,Right-Back,Kevin Diks,"Oct 6, 1996 (23)",Netherlands / Indonesia,£630Th.
78,Defensive Midfield,Erick Pulgar,"Jan 15, 1994 (26)",Chile,£13.50m
5,Defensive Midfield,Milan Badelj,"Feb 25, 1989 (31)",Croatia,£1.80m
10,Central Midfield,Gaetano Castrovilli,"Feb 17, 1997 (23)",Italy,£18.00m
88,Central Midfield,Alfred Duncan,"Mar 10, 1993 (27)",Ghana / Italy,£13.50m
24,Central Midfield,Marco Benassi,"Sep 8, 1994 (25)",Italy,£9.00m
19,Central Midfield,Kevin Agudelo,"Nov 14, 1998 (21)",Colombia,£3.15m
-,Central Midfield,Sebastián Cristóforo,"Aug 23, 1993 (27)",Uruguay / Italy,£1.26m
-,Attacking Midfield,Kevin-Prince Boateng,"Mar 6, 1987 (33)",Ghana / Germany,£2.70m
-,Attacking Midfield,Tòfol Montiel,"Apr 11, 2000 (20)",Spain,£720Th.
11,Left Winger,Riccardo Sottil,"Jun 3, 1999 (21)",Italy,£3.24m
7,Left Winger,Franck Ribéry,"Apr 7, 1983 (37)",France,£2.70m
-,Left Winger,Rafik Zekhnini,"Jan 12, 1998 (22)",Norway,£540Th.
25,Right Winger,Federico Chiesa,"Oct 25, 1997 (22)",Italy,£43.20m
18,Right Winger,Rachid Ghezzal,"May 9, 1992 (28)",Algeria / France,£4.95m
9,Centre-Forward,Christian Kouamé,"Dec 6, 1997 (22)",Cote d'Ivoire,£15.75m
28,Centre-Forward,Dusan Vlahovic,"Jan 28, 2000 (20)",Serbia,£14.40m
63,Centre-Forward,Patrick Cutrone,"Jan 3, 1998 (22)",Italy,£13.95m
-,Centre-Forward,Gabriele Gori,"Feb 13, 1999 (21)",Italy,£405Th.
47,Goalkeeper,Andrea Consigli,"Jan 27, 1987 (33)",Italy,£2.70m
63,Goalkeeper,Stefano Turati,"Sep 5, 2001 (18)",Italy,£360Th.
64,Goalkeeper,Alessandro Russo,"Mar 31, 2001 (19)",Italy,£270Th.
56,Goalkeeper,Gianluca Pegolo,"Mar 25, 1981 (39)",Italy,£135Th.
31,Centre-Back,Gian Marco Ferrari,"May 15, 1992 (28)",Italy,£7.20m
2,Centre-Back,Marlon,"Sep 7, 1995 (24)",Brazil,£5.85m
21,Centre-Back,Vlad Chiriches,"Nov 14, 1989 (30)",Romania,£4.50m
19,Centre-Back,Filippo Romagna,"May 26, 1997 (23)",Italy,£4.05m
-,Centre-Back,Andreaw Gravillon,"Feb 8, 1998 (22)",Guadeloupe / France,£3.15m
32,Centre-Back,Giangiacomo Magnani,"Oct 4, 1995 (24)",Italy,£2.88m
6,Left-Back,Rogério,"Jan 13, 1998 (22)",Brazil,£5.85m
77,Left-Back,Georgios Kyriakopoulos,"Feb 5, 1996 (24)",Greece,£2.70m
13,Left-Back,Federico Peluso,"Jan 20, 1984 (36)",Italy,£405Th.
33,Left-Back,Alessandro Tripaldelli,"Feb 9, 1999 (21)",Italy,£405Th.
17,Right-Back,Mert Müldür,"Apr 3, 1999 (21)",Turkey / Austria,£9.00m
22,Right-Back,Jeremy Toljan,"Aug 8, 1994 (26)",Germany / United States,£4.50m
4,Defensive Midfield,Francesco Magnanelli,"Nov 12, 1984 (35)",Italy,£630Th.
73,Central Midfield,Manuel Locatelli,"Jan 8, 1998 (22)",Italy,£22.50m
14,Central Midfield,Pedro Obiang,"Mar 27, 1992 (28)",Equatorial Guinea / Spain,£4.95m
68,Central Midfield,Mehdi Bourabia,"Aug 7, 1991 (29)",Morocco / France,£2.70m
23,Attacking Midfield,Hamed Junior Traorè,"Feb 16, 2000 (20)",Cote d'Ivoire,£12.60m
10,Attacking Midfield,Filip Djuricic,"Jan 30, 1992 (28)",Serbia,£4.05m
7,Left Winger,Jeremie Boga,"Jan 3, 1997 (23)",Cote d'Ivoire / France,£22.50m
27,Left Winger,Lukas Haraslin,"May 26, 1996 (24)",Slovakia,£1.44m
25,Right Winger,Domenico Berardi,"Aug 1, 1994 (26)",Italy,£21.60m
-,Second Striker,Enrico Brignola,"Jul 8, 1999 (21)",Italy,£1.80m
11,Centre-Forward,Grégoire Defrel,"Jun 17, 1991 (29)",Martinique / France,£7.20m
9,Centre-Forward,Francesco Caputo,"Aug 6, 1987 (33)",Italy,£6.75m
18,Centre-Forward,Giacomo Raspadori,"Feb 18, 2000 (20)",Italy,£2.52m
-,Centre-Forward,Jens Odgaard,"Mar 31, 1999 (21)",Denmark,£1.98m
28,Goalkeeper,Alessio Cragno,"Jun 28, 1994 (26)",Italy,£18.00m
1,Goalkeeper,Rafael,"Mar 3, 1982 (38)",Brazil / Italy,£180Th.
34,Goalkeeper,Giuseppe Ciocci,"Jan 24, 2002 (18)",Italy,£180Th.
-,Goalkeeper,Simone Aresti,"Mar 15, 1986 (34)",Italy,£158Th.
40,Centre-Back,Sebastian Walukiewicz,"Apr 5, 2000 (20)",Poland,£3.60m
23,Centre-Back,Luca Ceppitelli,"Aug 11, 1989 (31)",Italy,£2.25m
19,Centre-Back,Fabio Pisacane,"Jan 28, 1986 (34)",Italy,£1.08m
15,Centre-Back,Ragnar Klavan,"Oct 30, 1985 (34)",Estonia,£900Th.
36,Centre-Back,Andrea Carboni,"Feb 4, 2001 (19)",Italy,£900Th.
33,Left-Back,Luca Pellegrini,"Mar 7, 1999 (21)",Italy,£12.15m
22,Left-Back,Charalampos Lykogiannis,"Oct 22, 1993 (26)",Greece,£1.26m
3,Right-Back,Federico Mattiello,"Jul 14, 1995 (25)",Italy,£1.80m
17,Defensive Midfield,Christian Oliva,"Jun 1, 1996 (24)",Uruguay,£3.60m
-,Defensive Midfield,Filip Bradaric,"Jan 11, 1992 (28)",Croatia,£2.88m
8,Defensive Midfield,Luca Cigarini,"Jun 20, 1986 (34)",Italy,£720Th.
35,Defensive Midfield,Riccardo Ladinetti,"Dec 20, 2000 (19)",Italy,£315Th.
18,Central Midfield,Nahitan Nández,"Dec 28, 1995 (24)",Uruguay / Italy,£20.70m
6,Central Midfield,Marko Rog,"Jul 19, 1995 (25)",Croatia,£11.70m
21,Central Midfield,Artur Ionita,"Aug 17, 1990 (30)",Moldova / Romania,£2.25m
24,Right Midfield,Paolo Faragò,"Feb 12, 1993 (27)",Italy,£3.42m
4,Attacking Midfield,Radja Nainggolan,"May 4, 1988 (32)",Belgium / Indonesia,£13.50m
10,Attacking Midfield,João Pedro,"Mar 9, 1992 (28)",Brazil / Portugal,£12.60m
20,Attacking Midfield,Gastón Pereiro,"Jun 11, 1995 (25)",Uruguay,£5.85m
14,Attacking Midfield,Valter Birsa,"Aug 7, 1986 (34)",Slovenia,£900Th.
25,Attacking Midfield,Federico Marigosu,"Apr 21, 2001 (19)",Italy,£225Th.
-,Right Winger,Kiril Despodov,"Nov 11, 1996 (23)",Bulgaria,£2.88m
26,Second Striker,Daniele Ragatzu,"Sep 21, 1991 (28)",Italy,£360Th.
99,Centre-Forward,Giovanni Simeone,"Jul 5, 1995 (25)",Argentina / Spain,£13.50m
30,Centre-Forward,Leonardo Pavoletti,"Nov 26, 1988 (31)",Italy,£4.32m
9,Centre-Forward,Alberto Paloschi,"Jan 4, 1990 (30)",Italy,£1.08m
37,Centre-Forward,Luca Gagliano,"Jul 14, 2000 (20)",Italy,£720Th.
39,Goalkeeper,Salvatore Sirigu,"Jan 12, 1987 (33)",Italy,£5.85m
-,Goalkeeper,Vanja Milinković-Savić,"Feb 20, 1997 (23)",Serbia / Spain,£630Th.
18,Goalkeeper,Samir Ujkani,"Jul 5, 1988 (32)",Kosovo / Albania,£180Th.
25,Goalkeeper,Antonio Rosati,"Jun 26, 1983 (37)",Italy,£90Th.
5,Centre-Back,Armando Izzo,"Mar 2, 1992 (28)",Italy,£13.50m
33,Centre-Back,Nicolas N'Koulou,"Mar 27, 1990 (30)",Cameroon,£9.00m
4,Centre-Back,Lyanco,"Feb 1, 1997 (23)",Brazil / Serbia,£5.40m
36,Centre-Back,Bremer,"Mar 18, 1997 (23)",Brazil,£4.50m
30,Centre-Back,Koffi Djidji,"Nov 30, 1992 (27)",Cote d'Ivoire / France,£2.70m
15,Left-Back,Cristian Ansaldi,"Sep 20, 1986 (33)",Argentina / Italy,£3.60m
34,Right-Back,Ola Aina,"Oct 8, 1996 (23)",Nigeria / England,£6.30m
29,Right-Back,Lorenzo De Silvestri,"May 23, 1988 (32)",Italy,£2.25m
17,Right-Back,Wilfried Stephane Singo,"Dec 25, 2000 (19)",Cote d'Ivoire,£450Th.
88,Defensive Midfield,Tomás Rincón,"Jan 13, 1988 (32)",Venezuela,£4.05m
8,Central Midfield,Daniele Baselli,"Mar 12, 1992 (28)",Italy,£6.30m
23,Central Midfield,Soualiho Meïté,"Mar 17, 1994 (26)",France / Cote d'Ivoire,£5.40m
7,Central Midfield,Sasa Lukic,"Aug 13, 1996 (24)",Serbia,£3.15m
80,Central Midfield,Michel Ndary Adopo,"Jul 19, 2000 (20)",France / Cote d'Ivoire,£180Th.
21,Left Winger,Álex Berenguer,"Jul 4, 1995 (25)",Spain,£5.40m
22,Left Winger,Vincenzo Millico,"Aug 12, 2000 (20)",Italy,£1.62m
24,Right Winger,Simone Verdi,"Jul 12, 1992 (28)",Italy,£11.70m
20,Right Winger,Simone Edera,"Jan 9, 1997 (23)",Italy,£810Th.
9,Centre-Forward,Andrea Belotti,"Dec 20, 1993 (26)",Italy,£31.50m
11,Centre-Forward,Simone Zaza,"Jun 25, 1991 (29)",Italy,£5.85m
-,Centre-Forward,Lucas Boyé,"Feb 28, 1996 (24)",Argentina / Italy,£810Th.
-,Centre-Forward,Vitalie Damascan,"Jan 24, 1999 (21)",Moldova / Romania,£675Th.
92,Goalkeeper,Ionut Radu,"May 28, 1997 (23)",Romania,£7.20m
1,Goalkeeper,Luigi Sepe,"May 8, 1991 (29)",Italy,£5.40m
34,Goalkeeper,Simone Colombi,"Jul 1, 1991 (29)",Italy,£630Th.
2,Centre-Back,Simone Iacoponi,"Apr 30, 1987 (33)",Italy,£1.44m
3,Centre-Back,Kastriot Dermaku,"Jan 15, 1992 (28)",Albania / Italy,£1.35m
22,Centre-Back,Bruno Alves,"Nov 27, 1981 (38)",Portugal / Brazil,£720Th.
